
ВРЕМЯ: 0

Результат в узлах (веса):
 ___________________________________________________________________ 
| № элемента     | x              | y              | z              | u*             | 
| 112            | -4.04508       | 2.93893        | 2.5            | 6.82398e-20    | 
| 113            | -0.279471      | 0.0594033      | 2.5            | -0.000815357   | 
| 114            | -0.838412      | 0.17821        | 2.5            | -6.7882e-05    | 
| 115            | -1.9563        | 0.415823       | 2.5            | -1.7883e-05    | 
| 116            | -2.68991       | 0.571757       | 2.5            | -8.608e-07     | 
| 117            | -4.89074       | 1.03956        | 2.5            | 5.99611e-20    | 
| 118            | -0.279471      | -0.0594033     | 2.5            | -0.000815357   | 
| 119            | -0.838412      | -0.17821       | 2.5            | -6.7882e-05    | 
| 120            | -1.9563        | -0.415823      | 2.5            | -1.7883e-05    | 
| 121            | -2.68991       | -0.571757      | 2.5            | -8.608e-07     | 
| 122            | -4.89074       | -1.03956       | 2.5            | 5.99611e-20    | 
| 123            | -0.231148      | -0.167939      | 2.5            | -0.000814044   | 
| 124            | -0.693443      | -0.503816      | 2.5            | -7.14862e-05   | 
| 125            | -1.61803       | -1.17557       | 2.5            | -1.95531e-05   | 
| 126            | -2.2248        | -1.61641       | 2.5            | -9.59881e-07   | 
| 127            | -4.04508       | -2.93893       | 2.5            | 6.82398e-20    | 
| 128            | -0.142857      | -0.247436      | 2.5            | -0.000810925   | 
| 129            | -0.428571      | -0.742307      | 2.5            | -8.05396e-05   | 
| 130            | -1             | -1.73205       | 2.5            | -2.37086e-05   | 
| 131            | -1.375         | -2.38157       | 2.5            | -1.20225e-06   | 
| 132            | -2.5           | -4.33013       | 2.5            | 8.77493e-20    | 
| 133            | -0.0298653     | -0.284149      | 2.5            | -0.00080511    | 
| 134            | -0.0895958     | -0.852447      | 2.5            | -9.90918e-05   | 
| 135            | -0.209057      | -1.98904       | 2.5            | -3.21323e-05   | 
| 136            | -0.287453      | -2.73494       | 2.5            | -1.67841e-06   | 
| 137            | -0.522642      | -4.97261       | 2.5            | 1.23382e-19    | 
| 138            | 0.0882906      | -0.27173       | 2.5            | -0.000795617   | 
| 139            | 0.264872       | -0.815191      | 2.5            | -0.000133553   | 
| 140            | 0.618034       | -1.90211       | 2.5            | -4.75706e-05   | 
| 141            | 0.849797       | -2.61541       | 2.5            | -2.5019e-06    | 
| 142            | 1.54508        | -4.75528       | 2.5            | 1.77388e-19    | 
| 143            | 0.19118        | -0.212327      | 2.5            | -0.000782195   | 
| 144            | 0.573541       | -0.636981      | 2.5            | -0.000190747   | 
| 145            | 1.33826        | -1.48629       | 2.5            | -7.21094e-05   | 
| 146            | 1.84011        | -2.04365       | 2.5            | -3.68753e-06   | 
| 147            | 3.34565        | -3.71572       | 2.5            | 2.40349e-19    | 
| 148            | 0.261013       | -0.11621       | 2.5            | -0.00076744    | 
| 149            | 0.783039       | -0.348631      | 2.5            | -0.000265923   | 
| 150            | 1.82709        | -0.813473      | 2.5            | -0.000100591   | 
| 151            | 2.51225        | -1.11853       | 2.5            | -4.9041e-06    | 
| 152            | 4.56773        | -2.03368       | 2.5            | 2.8974e-19     | 
| 153            | 0              | 0              | 5              | 9.79119e-21    | 
| 154            | 0.285714       | 0              | 5              | -2.87653e-20   | 
| 155            | 0.857143       | 0              | 5              | -1.37655e-19   | 
| 156            | 2              | 0              | 5              | -2.10497e-20   | 
| 157            | 2.75           | 0              | 5              | 1.87627e-19    | 
| 158            | 5              | 0              | 5              | 2.31122e-19    | 
| 159            | 0.261013       | 0.11621        | 5              | -2.4408e-20    | 
| 160            | 0.783039       | 0.348631       | 5              | -8.08765e-20   | 
| 161            | 1.82709        | 0.813473       | 5              | 1.03277e-20    | 
| 162            | 2.51225        | 1.11853        | 5              | 1.73467e-19    | 
| 163            | 4.56773        | 2.03368        | 5              | 2.12763e-19    | 
| 164            | 0.19118        | 0.212327       | 5              | -2.04981e-20   | 
| 165            | 0.573541       | 0.636981       | 5              | -2.3131e-20    | 
| 166            | 1.33826        | 1.48629        | 5              | 4.07396e-20    | 
| 167            | 1.84011        | 2.04365        | 5              | 1.38238e-19    | 
| 168            | 3.34565        | 3.71572        | 5              | 1.68218e-19    | 
| 169            | 0.0882906      | 0.27173        | 5              | -1.98183e-20   | 
| 170            | 0.264872       | 0.815191       | 5              | -3.70436e-21   | 
| 171            | 0.618034       | 1.90211        | 5              | 4.48581e-20    | 
| 172            | 0.849797       | 2.61541        | 5              | 9.90276e-20    | 
| 173            | 1.54508        | 4.75528        | 5              | 1.19376e-19    | 
| 174            | -0.0298653     | 0.284149       | 5              | -2.03515e-20   | 
| 175            | -0.0895958     | 0.852447       | 5              | -5.75948e-22   | 
| 176            | -0.209057      | 1.98904        | 5              | 3.87873e-20    | 
| 177            | -0.287453      | 2.73494        | 5              | 6.8782e-20     | 
| 178            | -0.522642      | 4.97261        | 5              | 8.16883e-20    | 
| 179            | -0.142857      | 0.247436       | 5              | -2.10344e-20   | 
| 180            | -0.428571      | 0.742307       | 5              | -1.31898e-21   | 
| 181            | -1             | 1.73205        | 5              | 3.28013e-20    | 
| 182            | -1.375         | 2.38157        | 5              | 5.00845e-20    | 
| 183            | -2.5           | 4.33013        | 5              | 5.82833e-20    | 
| 184            | -0.231148      | 0.167939       | 5              | -2.15543e-20   | 
| 185            | -0.693443      | 0.503816       | 5              | -2.44732e-21   | 
| 186            | -1.61803       | 1.17557        | 5              | 2.90721e-20    | 
| 187            | -2.2248        | 1.61641        | 5              | 4.01897e-20    | 
| 188            | -4.04508       | 2.93893        | 5              | 4.58669e-20    | 
| 189            | -0.279471      | 0.0594033      | 5              | -2.18234e-20   | 
| 190            | -0.838412      | 0.17821        | 5              | -3.09012e-21   | 
| 191            | -1.9563        | 0.415823       | 5              | 2.73967e-20    | 
| 192            | -2.68991       | 0.571757       | 5              | 3.60593e-20    | 
| 193            | -4.89074       | 1.03956        | 5              | 4.06802e-20    | 
| 194            | -0.279471      | -0.0594033     | 5              | -2.18234e-20   | 
| 195            | -0.838412      | -0.17821       | 5              | -3.09012e-21   | 
| 196            | -1.9563        | -0.415823      | 5              | 2.73967e-20    | 
| 197            | -2.68991       | -0.571757      | 5              | 3.60593e-20    | 
| 198            | -4.89074       | -1.03956       | 5              | 4.06802e-20    | 
| 199            | -0.231148      | -0.167939      | 5              | -2.15543e-20   | 
| 200            | -0.693443      | -0.503816      | 5              | -2.44732e-21   | 
| 201            | -1.61803       | -1.17557       | 5              | 2.90721e-20    | 
| 202            | -2.2248        | -1.61641       | 5              | 4.01897e-20    | 
| 203            | -4.04508       | -2.93893       | 5              | 4.58669e-20    | 
| 204            | -0.142857      | -0.247436      | 5              | -2.10344e-20   | 
| 205            | -0.428571      | -0.742307      | 5              | -1.31898e-21   | 
| 206            | -1             | -1.73205       | 5              | 3.28013e-20    | 
| 207            | -1.375         | -2.38157       | 5              | 5.00845e-20    | 
| 208            | -2.5           | -4.33013       | 5              | 5.82833e-20    | 
| 209            | -0.0298653     | -0.284149      | 5              | -2.03515e-20   | 
| 210            | -0.0895958     | -0.852447      | 5              | -5.75948e-22   | 
| 211            | -0.209057      | -1.98904       | 5              | 3.87873e-20    | 
| 212            | -0.287453      | -2.73494       | 5              | 6.8782e-20     | 
| 213            | -0.522642      | -4.97261       | 5              | 8.16882e-20    | 
| 214            | 0.0882906      | -0.27173       | 5              | -1.98183e-20   | 
| 215            | 0.264872       | -0.815191      | 5              | -3.70436e-21   | 
| 216            | 0.618034       | -1.90211       | 5              | 4.48581e-20    | 
| 217            | 0.849797       | -2.61541       | 5              | 9.90276e-20    | 
| 218            | 1.54508        | -4.75528       | 5              | 1.19376e-19    | 
| 219            | 0.19118        | -0.212327      | 5              | -2.04981e-20   | 
| 220            | 0.573541       | -0.636981      | 5              | -2.3131e-20    | 
| 221            | 1.33826        | -1.48629       | 5              | 4.07396e-20    | 
| 222            | 1.84011        | -2.04365       | 5              | 1.38238e-19    | 
| 223            | 3.34565        | -3.71572       | 5              | 1.68218e-19    | 
| 224            | 0.261013       | -0.11621       | 5              | -2.4408e-20    | 
| 225            | 0.783039       | -0.348631      | 5              | -8.08765e-20   | 
| 226            | 1.82709        | -0.813473      | 5              | 1.03277e-20    | 
| 227            | 2.51225        | -1.11853       | 5              | 1.73467e-19    | 
| 228            | 4.56773        | -2.03368       | 5              | 2.12763e-19    | 

ВРЕМЯ: 24

Результат в узлах (веса):
 ___________________________________________________________________ 
| № элемента     | x              | y              | z              | u*             | 
|----------------|----------------|----------------|----------------|----------------|
| 1              | 0              | 0              | 0              | 6.68022e-23    | 
| 2              | 0.285714       | 0              | 0              | 5.3025e-21     | 
| 3              | 0.857143       | 0              | 0              | 4.40304e-20    | 
| 4              | 2              | 0              | 0              | 1.10921e-20    | 
| 5              | 2.75           | 0              | 0              | -4.99454e-20   | 
| 6              | 5              | 0              | 0              | -6.12637e-20   | 
| 7              | 0.261013       | 0.11621        | 0              | 3.75218e-21    | 
| 8              | 0.783039       | 0.348631       | 0              | 2.36391e-20    | 
| 9              | 1.82709        | 0.813473       | 0              | 8.40302e-24    | 
| 10             | 2.51225        | 1.11853        | 0              | -4.53613e-20   | 
| 11             | 4.56773        | 2.03368        | 0              | -5.54057e-20   | 
| 12             | 0.19118        | 0.212327       | 0              | 2.50689e-21    | 
| 13             | 0.573541       | 0.636981       | 0              | 4.00463e-21    | 
| 14             | 1.33826        | 1.48629        | 0              | -1.01207e-20   | 
| 15             | 1.84011        | 2.04365        | 0              | -3.40617e-20   | 
| 16             | 3.34565        | 3.71572        | 0              | -4.13345e-20   | 
| 17             | 0.0882906      | 0.27173        | 0              | 2.5404e-21     | 
| 18             | 0.264872       | 0.815191       | 0              | -1.73072e-21   | 
| 19             | 0.618034       | 1.90211        | 0              | -1.08107e-20   | 
| 20             | 0.849797       | 2.61541        | 0              | -2.17748e-20   | 
| 21             | 1.54508        | 4.75528        | 0              | -2.62513e-20   | 
| 22             | -0.0298653     | 0.284149       | 0              | 2.91937e-21    | 
| 23             | -0.0895958     | 0.852447       | 0              | -1.97477e-21   | 
| 24             | -0.209057      | 1.98904        | 0              | -8.33049e-21   | 
| 25             | -0.287453      | 2.73494        | 0              | -1.26569e-20   | 
| 26             | -0.522642      | 4.97261        | 0              | -1.5036e-20    | 
| 27             | -0.142857      | 0.247436       | 0              | 3.21962e-21    | 
| 28             | -0.428571      | 0.742307       | 0              | -1.36896e-21   | 
| 29             | -1             | 1.73205        | 0              | -6.23769e-21   | 
| 30             | -1.375         | 2.38157        | 0              | -7.30511e-21   | 
| 31             | -2.5           | 4.33013        | 0              | -8.40946e-21   | 
| 32             | -0.231148      | 0.167939       | 0              | 3.54064e-21    | 
| 33             | -0.693443      | 0.503816       | 0              | -8.03936e-22   | 
| 34             | -1.61803       | 1.17557        | 0              | -5.01782e-21   | 
| 35             | -2.2248        | 1.61641        | 0              | -4.63123e-21   | 
| 36             | -4.04508       | 2.93893        | 0              | -5.08206e-21   | 
| 37             | -0.279471      | 0.0594033      | 0              | 3.74028e-21    | 
| 38             | -0.838412      | 0.17821        | 0              | -5.13692e-22   | 
| 39             | -1.9563        | 0.415823       | 0              | -4.50657e-21   | 
| 40             | -2.68991       | 0.571757       | 0              | -3.56611e-21   | 
| 41             | -4.89074       | 1.03956        | 0              | -3.75406e-21   | 
| 42             | -0.279471      | -0.0594033     | 0              | 3.74028e-21    | 
| 43             | -0.838412      | -0.17821       | 0              | -5.13696e-22   | 
| 44             | -1.9563        | -0.415823      | 0              | -4.50657e-21   | 
| 45             | -2.68991       | -0.571757      | 0              | -3.56611e-21   | 
| 46             | -4.89074       | -1.03956       | 0              | -3.75406e-21   | 
| 47             | -0.231148      | -0.167939      | 0              | 3.54064e-21    | 
| 48             | -0.693443      | -0.503816      | 0              | -8.03933e-22   | 
| 49             | -1.61803       | -1.17557       | 0              | -5.01781e-21   | 
| 50             | -2.2248        | -1.61641       | 0              | -4.63122e-21   | 
| 51             | -4.04508       | -2.93893       | 0              | -5.08206e-21   | 
| 52             | -0.142857      | -0.247436      | 0              | 3.21962e-21    | 
| 53             | -0.428571      | -0.742307      | 0              | -1.36896e-21   | 
| 54             | -1             | -1.73205       | 0              | -6.23769e-21   | 
| 55             | -1.375         | -2.38157       | 0              | -7.30513e-21   | 
| 56             | -2.5           | -4.33013       | 0              | -8.40947e-21   | 
| 57             | -0.0298653     | -0.284149      | 0              | 2.91936e-21    | 
| 58             | -0.0895958     | -0.852447      | 0              | -1.97476e-21   | 
| 59             | -0.209057      | -1.98904       | 0              | -8.33049e-21   | 
| 60             | -0.287453      | -2.73494       | 0              | -1.26569e-20   | 
| 61             | -0.522642      | -4.97261       | 0              | -1.5036e-20    | 
| 62             | 0.0882906      | -0.27173       | 0              | 2.5404e-21     | 
| 63             | 0.264872       | -0.815191      | 0              | -1.73071e-21   | 
| 64             | 0.618034       | -1.90211       | 0              | -1.08107e-20   | 
| 65             | 0.849797       | -2.61541       | 0              | -2.17748e-20   | 
| 66             | 1.54508        | -4.75528       | 0              | -2.62513e-20   | 
| 67             | 0.19118        | -0.212327      | 0              | 2.50689e-21    | 
| 68             | 0.573541       | -0.636981      | 0              | 4.00463e-21    | 
| 69             | 1.33826        | -1.48629       | 0              | -1.01207e-20   | 
| 70             | 1.84011        | -2.04365       | 0              | -3.40617e-20   | 
| 71             | 3.34565        | -3.71572       | 0              | -4.13345e-20   | 
| 72             | 0.261013       | -0.11621       | 0              | 3.75218e-21    | 
| 73             | 0.783039       | -0.348631      | 0              | 2.36391e-20    | 
| 74             | 1.82709        | -0.813473      | 0              | 8.40264e-24    | 
| 75             | 2.51225        | -1.11853       | 0              | -4.53614e-20   | 
| 76             | 4.56773        | -2.03368       | 0              | -5.54057e-20   | 
| 77             | 0              | 0              | 2.5            | 0.000133804    | 
| 78             | 0.285714       | 0              | 2.5            | 0.000122288    | 
| 79             | 0.857143       | 0              | 2.5            | 8.48604e-05    | 
| 80             | 2              | 0              | 2.5            | 3.14355e-05    | 
| 81             | 2.75           | 0              | 2.5            | 1.46641e-06    | 
| 82             | 5              | 0              | 2.5            | -8.0204e-20    | 
| 83             | 0.261013       | 0.11621        | 2.5            | 0.000124626    | 
| 84             | 0.783039       | 0.348631       | 2.5            | 6.91399e-05    | 
| 85             | 1.82709        | 0.813473       | 2.5            | 2.67662e-05    | 
| 86             | 2.51225        | 1.11853        | 2.5            | 1.28942e-06    | 
| 87             | 4.56773        | 2.03368        | 2.5            | -7.47183e-20   | 
| 88             | 0.19118        | 0.212327       | 2.5            | 0.000128746    | 
| 89             | 0.573541       | 0.636981       | 2.5            | 4.41552e-05    | 
| 90             | 1.33826        | 1.48629        | 2.5            | 1.7484e-05     | 
| 91             | 1.84011        | 2.04365        | 2.5            | 9.01113e-07    | 
| 92             | 3.34565        | 3.71572        | 2.5            | -5.93546e-20   | 
| 93             | 0.0882906      | 0.27173        | 2.5            | 0.000131873    | 
| 94             | 0.264872       | 0.815191       | 2.5            | 2.61819e-05    | 
| 95             | 0.618034       | 1.90211        | 2.5            | 9.85762e-06    | 
| 96             | 0.849797       | 2.61541        | 2.5            | 5.35161e-07    | 
| 97             | 1.54508        | 4.75528        | 2.5            | -3.99003e-20   | 
| 98             | -0.0298653     | 0.284149       | 2.5            | 0.000133566    | 
| 99             | -0.0895958     | 0.852447       | 2.5            | 1.61113e-05    | 
| 100            | -0.209057      | 1.98904        | 2.5            | 5.34249e-06    | 
| 101            | -0.287453      | 2.73494        | 2.5            | 2.93289e-07    | 
| 102            | -0.522642      | 4.97261        | 2.5            | -2.36393e-20   | 
| 103            | -0.142857      | 0.247436       | 2.5            | 0.000134209    | 
| 104            | -0.428571      | 0.742307       | 2.5            | 1.10509e-05    | 
| 105            | -1             | 1.73205        | 2.5            | 3.04824e-06    | 
| 106            | -1.375         | 2.38157        | 2.5            | 1.6165e-07     | 
| 107            | -2.5           | 4.33013        | 2.5            | -1.33626e-20   | 
| 108            | -0.231148      | 0.167939       | 2.5            | 0.000134173    | 
| 109            | -0.693443      | 0.503816       | 2.5            | 8.77705e-06    | 
| 110            | -1.61803       | 1.17557        | 2.5            | 1.99473e-06    | 
| 111            | -2.2248        | 1.61641        | 2.5            | 9.87126e-08    | 
| 112            | -4.04508       | 2.93893        | 2.5            | -8.01464e-21   | 
| 113            | -0.279471      | 0.0594033      | 2.5            | 0.000133982    | 
| 114            | -0.838412      | 0.17821        | 2.5            | 7.93722e-06    | 
| 115            | -1.9563        | 0.415823       | 2.5            | 1.59404e-06    | 
| 116            | -2.68991       | 0.571757       | 2.5            | 7.42637e-08    | 
| 117            | -4.89074       | 1.03956        | 2.5            | -5.84043e-21   | 
| 118            | -0.279471      | -0.0594033     | 2.5            | 0.000133982    | 
| 119            | -0.838412      | -0.17821       | 2.5            | 7.93722e-06    | 
| 120            | -1.9563        | -0.415823      | 2.5            | 1.59404e-06    | 
| 121            | -2.68991       | -0.571757      | 2.5            | 7.42637e-08    | 
| 122            | -4.89074       | -1.03956       | 2.5            | -5.8404e-21    | 
| 123            | -0.231148      | -0.167939      | 2.5            | 0.000134173    | 
| 124            | -0.693443      | -0.503816      | 2.5            | 8.77705e-06    | 
| 125            | -1.61803       | -1.17557       | 2.5            | 1.99473e-06    | 
| 126            | -2.2248        | -1.61641       | 2.5            | 9.87126e-08    | 
| 127            | -4.04508       | -2.93893       | 2.5            | -8.01467e-21   | 
| 128            | -0.142857      | -0.247436      | 2.5            | 0.000134209    | 
| 129            | -0.428571      | -0.742307      | 2.5            | 1.10509e-05    | 
| 130            | -1             | -1.73205       | 2.5            | 3.04824e-06    | 
| 131            | -1.375         | -2.38157       | 2.5            | 1.6165e-07     | 
| 132            | -2.5           | -4.33013       | 2.5            | -1.33626e-20   | 
| 133            | -0.0298653     | -0.284149      | 2.5            | 0.000133566    | 
| 134            | -0.0895958     | -0.852447      | 2.5            | 1.61113e-05    | 
| 135            | -0.209057      | -1.98904       | 2.5            | 5.34249e-06    | 
| 136            | -0.287453      | -2.73494       | 2.5            | 2.93289e-07    | 
| 137            | -0.522642      | -4.97261       | 2.5            | -2.36393e-20   | 
| 138            | 0.0882906      | -0.27173       | 2.5            | 0.000131873    | 
| 139            | 0.264872       | -0.815191      | 2.5            | 2.61819e-05    | 
| 140            | 0.618034       | -1.90211       | 2.5            | 9.85762e-06    | 
| 141            | 0.849797       | -2.61541       | 2.5            | 5.35161e-07    | 
| 142            | 1.54508        | -4.75528       | 2.5            | -3.99003e-20   | 
| 143            | 0.19118        | -0.212327      | 2.5            | 0.000128746    | 
| 144            | 0.573541       | -0.636981      | 2.5            | 4.41552e-05    | 
| 145            | 1.33826        | -1.48629       | 2.5            | 1.7484e-05     | 
| 146            | 1.84011        | -2.04365       | 2.5            | 9.01113e-07    | 
| 147            | 3.34565        | -3.71572       | 2.5            | -5.93546e-20   | 
| 148            | 0.261013       | -0.11621       | 2.5            | 0.000124626    | 
| 149            | 0.783039       | -0.348631      | 2.5            | 6.91399e-05    | 
| 150            | 1.82709        | -0.813473      | 2.5            | 2.67662e-05    | 
| 151            | 2.51225        | -1.11853       | 2.5            | 1.28942e-06    | 
| 152            | 4.56773        | -2.03368       | 2.5            | -7.47183e-20   | 
| 153            | 0              | 0              | 5              | 6.68009e-23    | 
| 154            | 0.285714       | 0              | 5              | 5.3025e-21     | 
| 155            | 0.857143       | 0              | 5              | 4.40304e-20    | 
| 156            | 2              | 0              | 5              | 1.10921e-20    | 
| 157            | 2.75           | 0              | 5              | -4.99454e-20   | 
| 158            | 5              | 0              | 5              | -6.12637e-20   | 
| 159            | 0.261013       | 0.11621        | 5              | 3.75218e-21    | 
| 160            | 0.783039       | 0.348631       | 5              | 2.36391e-20    | 
| 161            | 1.82709        | 0.813473       | 5              | 8.39868e-24    | 
| 162            | 2.51225        | 1.11853        | 5              | -4.53614e-20   | 
| 163            | 4.56773        | 2.03368        | 5              | -5.54057e-20   | 
| 164            | 0.19118        | 0.212327       | 5              | 2.50689e-21    | 
| 165            | 0.573541       | 0.636981       | 5              | 4.00463e-21    | 
| 166            | 1.33826        | 1.48629        | 5              | -1.01207e-20   | 
| 167            | 1.84011        | 2.04365        | 5              | -3.40617e-20   | 
| 168            | 3.34565        | 3.71572        | 5              | -4.13345e-20   | 
| 169            | 0.0882906      | 0.27173        | 5              | 2.5404e-21     | 
| 170            | 0.264872       | 0.815191       | 5              | -1.73072e-21   | 
| 171            | 0.618034       | 1.90211        | 5              | -1.08107e-20   | 
| 172            | 0.849797       | 2.61541        | 5              | -2.17748e-20   | 
| 173            | 1.54508        | 4.75528        | 5              | -2.62513e-20   | 
| 174            | -0.0298653     | 0.284149       | 5              | 2.91937e-21    | 
| 175            | -0.0895958     | 0.852447       | 5              | -1.97476e-21   | 
| 176            | -0.209057      | 1.98904        | 5              | -8.33049e-21   | 
| 177            | -0.287453      | 2.73494        | 5              | -1.26569e-20   | 
| 178            | -0.522642      | 4.97261        | 5              | -1.5036e-20    | 
| 179            | -0.142857      | 0.247436       | 5              | 3.21962e-21    | 
| 180            | -0.428571      | 0.742307       | 5              | -1.36896e-21   | 
| 181            | -1             | 1.73205        | 5              | -6.23769e-21   | 
| 182            | -1.375         | 2.38157        | 5              | -7.30512e-21   | 
| 183            | -2.5           | 4.33013        | 5              | -8.40946e-21   | 
| 184            | -0.231148      | 0.167939       | 5              | 3.54064e-21    | 
| 185            | -0.693443      | 0.503816       | 5              | -8.03937e-22   | 
| 186            | -1.61803       | 1.17557        | 5              | -5.0178e-21    | 
| 187            | -2.2248        | 1.61641        | 5              | -4.63121e-21   | 
| 188            | -4.04508       | 2.93893        | 5              | -5.08205e-21   | 
| 189            | -0.279471      | 0.0594033      | 5              | 3.74028e-21    | 
| 190            | -0.838412      | 0.17821        | 5              | -5.13694e-22   | 
| 191            | -1.9563        | 0.415823       | 5              | -4.50657e-21   | 
| 192            | -2.68991       | 0.571757       | 5              | -3.56611e-21   | 
| 193            | -4.89074       | 1.03956        | 5              | -3.75405e-21   | 
| 194            | -0.279471      | -0.0594033     | 5              | 3.74029e-21    | 
| 195            | -0.838412      | -0.17821       | 5              | -5.13694e-22   | 
| 196            | -1.9563        | -0.415823      | 5              | -4.50657e-21   | 
| 197            | -2.68991       | -0.571757      | 5              | -3.56609e-21   | 
| 198            | -4.89074       | -1.03956       | 5              | -3.75404e-21   | 
| 199            | -0.231148      | -0.167939      | 5              | 3.54063e-21    | 
| 200            | -0.693443      | -0.503816      | 5              | -8.03937e-22   | 
| 201            | -1.61803       | -1.17557       | 5              | -5.01782e-21   | 
| 202            | -2.2248        | -1.61641       | 5              | -4.63123e-21   | 
| 203            | -4.04508       | -2.93893       | 5              | -5.08208e-21   | 
| 204            | -0.142857      | -0.247436      | 5              | 3.21962e-21    | 
| 205            | -0.428571      | -0.742307      | 5              | -1.36896e-21   | 
| 206            | -1             | -1.73205       | 5              | -6.23769e-21   | 
| 207            | -1.375         | -2.38157       | 5              | -7.3051e-21    | 
| 208            | -2.5           | -4.33013       | 5              | -8.40948e-21   | 
| 209            | -0.0298653     | -0.284149      | 5              | 2.91937e-21    | 
| 210            | -0.0895958     | -0.852447      | 5              | -1.97476e-21   | 
| 211            | -0.209057      | -1.98904       | 5              | -8.33048e-21   | 
| 212            | -0.287453      | -2.73494       | 5              | -1.26569e-20   | 
| 213            | -0.522642      | -4.97261       | 5              | -1.5036e-20    | 
| 214            | 0.0882906      | -0.27173       | 5              | 2.5404e-21     | 
| 215            | 0.264872       | -0.815191      | 5              | -1.73072e-21   | 
| 216            | 0.618034       | -1.90211       | 5              | -1.08107e-20   | 
| 217            | 0.849797       | -2.61541       | 5              | -2.17748e-20   | 
| 218            | 1.54508        | -4.75528       | 5              | -2.62513e-20   | 
| 219            | 0.19118        | -0.212327      | 5              | 2.50689e-21    | 
| 220            | 0.573541       | -0.636981      | 5              | 4.00463e-21    | 
| 221            | 1.33826        | -1.48629       | 5              | -1.01207e-20   | 
| 222            | 1.84011        | -2.04365       | 5              | -3.40617e-20   | 
| 223            | 3.34565        | -3.71572       | 5              | -4.13345e-20   | 
| 224            | 0.261013       | -0.11621       | 5              | 3.75218e-21    | 
| 225            | 0.783039       | -0.348631      | 5              | 2.36391e-20    | 
| 226            | 1.82709        | -0.813473      | 5              | 8.39947e-24    | 
| 227            | 2.51225        | -1.11853       | 5              | -4.53613e-20   | 
| 228            | 4.56773        | -2.03368       | 5              | -5.54057e-20   | 

ВРЕМЯ: 28

Результат в узлах (веса):
 ___________________________________________________________________ 
| № элемента     | x              | y              | z              | u*             | 
|----------------|----------------|----------------|----------------|----------------|
| 1              | 0              | 0              | 0              | -2.97612e-21   | 
| 2              | 0.285714       | 0              | 0              | 2.73644e-21    | 
| 3              | 0.857143       | 0              | 0              | 7.95289e-22    | 
| 4              | 2              | 0              | 0              | -2.99844e-21   | 
| 5              | 2.75           | 0              | 0              | -8.83433e-21   | 
| 6              | 5              | 0              | 0              | -1.11932e-20   | 
| 7              | 0.261013       | 0.11621        | 0              | 2.8417e-21     | 
| 8              | 0.783039       | 0.348631       | 0              | 2.3127e-21     | 
| 9              | 1.82709        | 0.813473       | 0              | -2.30091e-21   | 
| 10             | 2.51225        | 1.11853        | 0              | -8.77552e-21   | 
| 11             | 4.56773        | 2.03368        | 0              | -1.10439e-20   | 
| 12             | 0.19118        | 0.212327       | 0              | 2.84112e-21    | 
| 13             | 0.573541       | 0.636981       | 0              | 2.94803e-21    | 
| 14             | 1.33826        | 1.48629        | 0              | -2.19606e-21   | 
| 15             | 1.84011        | 2.04365        | 0              | -8.54448e-21   | 
| 16             | 3.34565        | 3.71572        | 0              | -1.05601e-20   | 
| 17             | 0.0882906      | 0.27173        | 0              | 2.72729e-21    | 
| 18             | 0.264872       | 0.815191       | 0              | 2.32772e-21    | 
| 19             | 0.618034       | 1.90211        | 0              | -2.75302e-21   | 
| 20             | 0.849797       | 2.61541        | 0              | -8.04024e-21   | 
| 21             | 1.54508        | 4.75528        | 0              | -9.73391e-21   | 
| 22             | -0.0298653     | 0.284149       | 0              | 2.61753e-21    | 
| 23             | -0.0895958     | 0.852447       | 0              | 1.6958e-21     | 
| 24             | -0.209057      | 1.98904        | 0              | -3.1509e-21    | 
| 25             | -0.287453      | 2.73494        | 0              | -7.33729e-21   | 
| 26             | -0.522642      | 4.97261        | 0              | -8.73526e-21   | 
| 27             | -0.142857      | 0.247436       | 0              | 2.54261e-21    | 
| 28             | -0.428571      | 0.742307       | 0              | 1.34631e-21    | 
| 29             | -1             | 1.73205        | 0              | -3.26178e-21   | 
| 30             | -1.375         | 2.38157        | 0              | -6.6562e-21    | 
| 31             | -2.5           | 4.33013        | 0              | -7.82648e-21   | 
| 32             | -0.231148      | 0.167939       | 0              | 2.49827e-21    | 
| 33             | -0.693443      | 0.503816       | 0              | 1.19188e-21    | 
| 34             | -1.61803       | 1.17557        | 0              | -3.24026e-21   | 
| 35             | -2.2248        | 1.61641        | 0              | -6.16177e-21   | 
| 36             | -4.04508       | 2.93893        | 0              | -7.18357e-21   | 
| 37             | -0.279471      | 0.0594033      | 0              | 2.47785e-21    | 
| 38             | -0.838412      | 0.17821        | 0              | 1.13792e-21    | 
| 39             | -1.9563        | 0.415823       | 0              | -3.20464e-21   | 
| 40             | -2.68991       | 0.571757       | 0              | -5.91156e-21   | 
| 41             | -4.89074       | 1.03956        | 0              | -6.86171e-21   | 
| 42             | -0.279471      | -0.0594033     | 0              | 2.47785e-21    | 
| 43             | -0.838412      | -0.17821       | 0              | 1.13792e-21    | 
| 44             | -1.9563        | -0.415823      | 0              | -3.20464e-21   | 
| 45             | -2.68991       | -0.571757      | 0              | -5.91156e-21   | 
| 46             | -4.89074       | -1.03956       | 0              | -6.86171e-21   | 
| 47             | -0.231148      | -0.167939      | 0              | 2.49827e-21    | 
